"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_17553","","hypothetical protein","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"group_17562","","hypothetical protein","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"wbbL","","Rhamnosyltransferase WbbL","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"group_22310","","IS5 family transposase ISEc35","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"group_22344","","hypothetical protein","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"group_22347","btuD_4","Vitamin B12 import ATP-binding protein BtuD","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"tagG","","Teichoic acid translocation permease protein TagG","26","0","32","695","44.827586206896555","100.0","inf","2.207635765507356e-32","8.579314111914687e-28","1.2256163017020982e-28"
"group_3311","hokC","Toxic protein HokC","27","2","31","693","46.55172413793103","99.71223021582733","301.7903225806452","3.6268048353387524e-31","1.409448895109346e-26","1.7618111188866824e-27"
"group_22336","","hypothetical protein","26","2","32","693","44.827586206896555","99.71223021582733","281.53125","7.652011840350843e-30","2.9737248413971445e-25","3.304138712663494e-26"
"group_10239","","hypothetical protein","26","3","32","692","44.827586206896555","99.568345323741","187.41666666666666","7.08262169327923e-29","2.7524484424421746e-24","1.9660346017444104e-25"
"group_17558","","hypothetical protein","26","3","32","692","44.827586206896555","99.568345323741","187.41666666666666","7.08262169327923e-29","2.7524484424421746e-24","1.9660346017444104e-25"
"group_22352","nohA_1","Prophage DNA-packing protein NohA","26","3","32","692","44.827586206896555","99.568345323741","187.41666666666666","7.08262169327923e-29","2.7524484424421746e-24","1.9660346017444104e-25"
"group_22353","","hypothetical protein","26","3","32","692","44.827586206896555","99.568345323741","187.41666666666666","7.08262169327923e-29","2.7524484424421746e-24","1.9660346017444104e-25"
"group_6422","","hypothetical protein","26","3","32","692","44.827586206896555","99.568345323741","187.41666666666666","7.08262169327923e-29","2.7524484424421746e-24","1.9660346017444104e-25"
"group_22337","","hypothetical protein","25","2","33","693","43.103448275862064","99.71223021582733","262.5","1.5635752707418453e-28","6.076366217156959e-24","4.0509108114379728e-25"
"hisI_1","","Histidine biosynthesis bifunctional protein HisIE","23","0","35","695","39.6551724137931","100.0","inf","2.1779519186169017e-28","8.463956746129004e-24","4.978798085958238e-25"
"hisF_1","","Imidazole glycerol phosphate synthase subunit HisF","23","0","35","695","39.6551724137931","100.0","inf","2.1779519186169017e-28","8.463956746129004e-24","4.978798085958238e-25"
"group_13033","","hypothetical protein","37","34","21","661","63.793103448275865","95.10791366906474","34.253501400560225","3.1256680068637547e-28","1.2146971008273923e-23","6.7483172268188465e-25"
"group_1761","","hypothetical protein","25","3","33","692","43.103448275862064","99.568345323741","174.74747474747474","1.3955701540218957e-27","5.423464732559892e-23","2.8544551223999427e-24"
"afr","","1,5-anhydro-D-fructose reductase","29","11","29","684","50.0","98.41726618705036","62.18181818181818","2.563293074009179e-27","9.961469544214471e-23","4.980734772107236e-24"
"group_13036","","hypothetical protein","26","5","32","690","44.827586206896555","99.28057553956835","112.125","3.018957356852501e-27","1.1732272080200188e-22","5.33285094554554e-24"
"group_14984","","hypothetical protein","26","5","32","690","44.827586206896555","99.28057553956835","112.125","3.018957356852501e-27","1.1732272080200188e-22","5.33285094554554e-24"
"group_17561","","hypothetical protein","22","0","36","695","37.93103448275862","100.0","inf","4.422452368076643e-27","1.718653439281945e-22","7.472406257747587e-24"
"group_14989","","hypothetical protein","23","1","35","694","39.6551724137931","99.85611510791367","456.0571428571429","4.986913194471913e-27","1.938014205635675e-22","7.7520568225427e-24"
"group_22345","","hypothetical protein","23","1","35","694","39.6551724137931","99.85611510791367","456.0571428571429","4.986913194471913e-27","1.938014205635675e-22","7.7520568225427e-24"
"group_14985","","hypothetical protein","25","4","33","691","43.103448275862064","99.42446043165467","130.87121212121212","9.675219760842348e-27","3.7599839034585534e-22","1.4461476551763667e-23"
"group_22393","","hypothetical protein","26","6","32","689","44.827586206896555","99.13669064748201","93.30208333333333","1.541430346712518e-26","5.990306613394187e-22","2.2186320790348842e-23"
"group_22391","nohA_2","Prophage DNA-packing protein NohA","26","7","32","688","44.827586206896555","98.99280575539568","79.85714285714286","6.956381625481286e-26","2.7033890272945373e-21","9.322031128601852e-23"
"group_9228","","hypothetical protein","26","7","32","688","44.827586206896555","98.99280575539568","79.85714285714286","6.956381625481286e-26","2.7033890272945373e-21","9.322031128601852e-23"
"group_13043","","hypothetical protein","26","8","32","687","44.827586206896555","98.84892086330936","69.7734375","2.830031458262202e-25","1.0998068253098569e-20","3.436896329093303e-22"
"group_17573","","hypothetical protein","26","8","32","687","44.827586206896555","98.84892086330936","69.7734375","2.830031458262202e-25","1.0998068253098569e-20","3.436896329093303e-22"
"group_17574","","hypothetical protein","26","8","32","687","44.827586206896555","98.84892086330936","69.7734375","2.830031458262202e-25","1.0998068253098569e-20","3.436896329093303e-22"
"group_11392","","hypothetical protein","23","3","35","692","39.6551724137931","99.568345323741","151.58095238095237","4.916558548453142e-25","1.9106729830998602e-20","5.789918130605637e-22"
"group_22388","","hypothetical protein","26","9","32","686","44.827586206896555","98.70503597122303","61.93055555555556","1.0534429325867681e-24","4.0938899246186984e-20","1.204085271946676e-21"
"group_17447","","hypothetical protein","26","10","32","685","44.827586206896555","98.56115107913669","55.65625","3.629802163801289e-24","1.410613716896457e-19","3.616958248452454e-21"
"group_17448","","hypothetical protein","26","10","32","685","44.827586206896555","98.56115107913669","55.65625","3.629802163801289e-24","1.410613716896457e-19","3.616958248452454e-21"
"group_17449","","hypothetical protein","26","10","32","685","44.827586206896555","98.56115107913669","55.65625","3.629802163801289e-24","1.410613716896457e-19","3.616958248452454e-21"
"group_22017","","hypothetical protein","26","10","32","685","44.827586206896555","98.56115107913669","55.65625","3.629802163801289e-24","1.410613716896457e-19","3.616958248452454e-21"
"aarA","","Rhomboid protease AarA","26","10","32","685","44.827586206896555","98.56115107913669","55.65625","3.629802163801289e-24","1.410613716896457e-19","3.616958248452454e-21"
"group_4345","","hypothetical protein","33","33","25","662","56.896551724137936","95.25179856115108","26.48","8.158997765688764e-24","3.1707497117019673e-19","7.926874279254918e-21"
