"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"Cluster_21066","","","46","46","16","644","74.19354838709677","93.33333333333333","40.25","4.288427087590608e-34","9.426820423941673e-30","9.426820423941673e-30"
"Cluster_5560","","","44","46","18","644","70.96774193548387","93.33333333333333","34.22222222222222","1.5228732823888222e-31","3.347580049347109e-27","1.6737900246735545e-27"
"Cluster_13150","","","33","13","29","677","53.2258064516129","98.1159420289855","59.259946949602124","5.319818153807506e-30","1.169402426569966e-25","3.898008088566553e-26"
"Cluster_3077","","","24","1","38","689","38.70967741935484","99.85507246376811","435.1578947368421","1.9357230220532158e-27","4.255106347077379e-23","1.0637765867693447e-23"
"Cluster_12215","","","17","610","45","80","27.419354838709676","11.594202898550725","0.04954462659380692","3.6867745730584298e-25","8.104267866497041e-21","1.5072580392737305e-21"
"Cluster_11300","","","39","688","23","2","62.903225806451616","0.2898550724637681","0.004929221435793731","4.1140698005833784e-25","9.043548235642382e-21","1.5072580392737305e-21"
"Cluster_18697","","","26","7","36","683","41.935483870967744","98.98550724637681","70.46825396825396","6.559396092725099e-25","1.4418864491028313e-20","1.802358061378539e-21"
"Cluster_14603","","","26","7","36","683","41.935483870967744","98.98550724637681","70.46825396825396","6.559396092725099e-25","1.4418864491028313e-20","1.802358061378539e-21"
"Cluster_5091","","","32","23","30","667","51.61290322580645","96.66666666666667","30.933333333333334","1.5089728556487075e-24","3.3170241312869887e-20","3.6855823680966544e-21"
"Cluster_13453","","","11","561","51","129","17.741935483870968","18.695652173913043","0.049596309111880045","2.6349825573976877e-24","5.792218657671597e-20","5.792218657671597e-21"
