"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"Cluster_11827","","","66","27","26","633","71.73913043478261","95.9090909090909","59.51282051282051","5.89832295105209e-51","1.2965693511002704e-46","1.2965693511002704e-46"
"Cluster_4910","","","65","26","27","634","70.65217391304348","96.06060606060606","58.7037037037037","3.131528985125018e-50","6.883727015101815e-46","3.4418635075509075e-46"
"Cluster_13719","","","68","35","24","625","73.91304347826086","94.6969696969697","50.595238095238095","1.30166548502073e-49","2.861321069172569e-45","9.537736897241896e-46"
"Cluster_11708","","","66","42","26","618","71.73913043478261","93.63636363636364","37.35164835164835","2.8715105434816245e-44","6.312154476681307e-40","1.5780386191703268e-40"
"Cluster_8490","","","42","2","50","658","45.65217391304348","99.69696969696969","276.36","1.7027125267343677e-40","3.742902676267487e-36","7.485805352534973e-37"
"Cluster_21808","","","33","1","59","659","35.869565217391305","99.84848484848486","368.59322033898303","6.956766599226092e-32","1.5292364338418795e-27","2.548727389736466e-28"
"Cluster_15180","","","31","0","61","660","33.69565217391305","100.0","inf","3.153260012228857e-31","6.931496158881473e-27","8.664370198601842e-28"
"Cluster_15298","","","31","0","61","660","33.69565217391305","100.0","inf","3.153260012228857e-31","6.931496158881473e-27","8.664370198601842e-28"
"Cluster_14149","","","33","2","59","658","35.869565217391305","99.69696969696969","184.01694915254237","1.1203481168195905e-30","2.462749230392824e-26","2.7363880337698043e-27"
"Cluster_11362","","","61","659","31","1","66.30434782608695","0.15151515151515152","0.0029859513436781048","9.263411972129196e-30","2.0362832197134398e-25","1.6969026830945333e-26"
"Cluster_12660","","","31","1","61","659","33.69565217391305","99.84848484848486","334.9016393442623","9.263411972129196e-30","2.0362832197134398e-25","1.6969026830945333e-26"
"Cluster_16060","","","31","1","61","659","33.69565217391305","99.84848484848486","334.9016393442623","9.263411972129196e-30","2.0362832197134398e-25","1.6969026830945333e-26"
"Cluster_2854","","","30","1","62","659","32.608695652173914","99.84848484848486","318.8709677419355","1.043729064047231e-28","2.2943252285886235e-24","1.6388037347061596e-25"
"Cluster_16207","","","30","1","62","659","32.608695652173914","99.84848484848486","318.8709677419355","1.043729064047231e-28","2.2943252285886235e-24","1.6388037347061596e-25"
"Cluster_6381","","","92","308","0","352","100.0","53.333333333333336","inf","3.770410140758908e-28","8.288115571416231e-24","5.525410380944154e-25"
"Cluster_15170","","","0","349","92","311","0.0","47.12121212121212","0.0","5.6428745235993185e-28","1.2404166777776023e-23","7.752604236110014e-25"
"Cluster_11661","","","0","347","92","313","0.0","47.42424242424242","0.0","8.759332663581617e-28","1.925476506108511e-23","1.069709170060284e-24"
"Cluster_11825","","","0","347","92","313","0.0","47.42424242424242","0.0","8.759332663581617e-28","1.925476506108511e-23","1.069709170060284e-24"
"Cluster_10524","","","29","1","63","659","31.521739130434785","99.84848484848486","303.3492063492063","1.1577361243155632e-27","2.544935548470471e-23","1.3394397623528796e-24"
"Cluster_18605","","","0","342","92","318","0.0","48.18181818181818","0.0","3.311361065634187e-27","7.27903389447707e-23","3.639516947238535e-24"
"Cluster_4677","","","27","0","65","660","29.347826086956523","100.0","inf","5.317240223719984e-27","1.1688357459781268e-22","5.565884504657747e-24"
"Cluster_1582","","","0","339","92","321","0.0","48.63636363636364","0.0","1.000135849411269e-26","2.1984986241758513e-22","9.993175564435688e-24"
"Cluster_15109","","","0","336","92","324","0.0","49.09090909090909","0.0","1.5168521565335783e-26","3.334344410492112e-22","1.4497149610835268e-23"
"Cluster_3871","","","26","0","66","660","28.26086956521739","100.0","inf","5.848964246090622e-26","1.2857193205756406e-21","4.94507430990631e-23"
"Cluster_17023","","","26","0","66","660","28.26086956521739","100.0","inf","5.848964246090622e-26","1.2857193205756406e-21","4.94507430990631e-23"
"Cluster_22166","","","26","0","66","660","28.26086956521739","100.0","inf","5.848964246090622e-26","1.2857193205756406e-21","4.94507430990631e-23"
"Cluster_19562","","","89","286","3","374","96.73913043478261","56.666666666666664","38.794871794871796","8.155530297550155e-26","1.792748670007475e-21","6.639809888916574e-23"
"Cluster_21913","","","40","21","52","639","43.47826086956522","96.81818181818181","23.406593406593405","9.998093336349446e-26","2.1977808771963352e-21","7.84921741855834e-23"
"Cluster_8115","","","27","1","65","659","29.347826086956523","99.84848484848486","273.73846153846154","1.3601133786048466e-25","2.989801228849174e-21","1.0309659409824737e-22"
"Cluster_6156","","","89","288","3","372","96.73913043478261","56.36363636363636","38.31944444444444","2.101917490657073e-25","4.620435027962378e-21","1.5401450093207927e-22"
"Cluster_10998","","","53","60","39","600","57.608695652173914","90.9090909090909","13.58974358974359","2.663104347584222e-25","5.854035976859637e-21","1.888398702212786e-22"
"Cluster_10845","","","92","337","0","323","100.0","48.93939393939394","inf","3.501575890690957e-25","7.697164122916862e-21","2.4053637884115193e-22"
"Cluster_12823","","","25","0","67","660","27.173913043478258","100.0","inf","6.346562696880938e-25","1.3951014120283676e-20","4.1032394471422576e-22"
"Cluster_18241","","","25","0","67","660","27.173913043478258","100.0","inf","6.346562696880938e-25","1.3951014120283676e-20","4.1032394471422576e-22"
"Cluster_9266","","","0","321","92","339","0.0","51.36363636363637","0.0","7.387123782578372e-25","1.6238375498863776e-20","4.450613506311726e-22"
"Cluster_1397","","","0","321","92","339","0.0","51.36363636363637","0.0","7.387123782578372e-25","1.6238375498863776e-20","4.450613506311726e-22"
"Cluster_367","","","34","11","58","649","36.95652173913043","98.33333333333333","34.58620689655172","7.491251921278039e-25","1.6467269973353384e-20","4.450613506311726e-22"
"Cluster_1968","","","33","10","59","650","35.869565217391305","98.48484848484848","36.355932203389834","1.849510918986474e-24","4.065594902116068e-20","1.069893395293702e-21"
"Cluster_9073","","","0","317","92","343","0.0","51.96969696969697","0.0","2.4973747954239237e-24","5.48972927530087e-20","1.407622891102787e-21"
"Cluster_20476","","","34","12","58","648","36.95652173913043","98.18181818181819","31.655172413793103","2.6430882492245326e-24","5.810036589445368e-20","1.4170820949866752e-21"
"Cluster_17875","","","34","12","58","648","36.95652173913043","98.18181818181819","31.655172413793103","2.6430882492245326e-24","5.810036589445368e-20","1.4170820949866752e-21"
"Cluster_9269","","","45","38","47","622","48.91304347826087","94.24242424242424","15.671892497200448","3.1336863139024456e-24","6.888469255220356e-20","1.6401117274334182e-21"
"Cluster_10702","","","0","313","92","347","0.0","52.57575757575758","0.0","3.930741725985704e-24","8.640556462061774e-20","2.0094317353632035e-21"
"Cluster_3579","","","24","0","68","660","26.08695652173913","100.0","inf","6.794555357837437e-24","1.4935791587598253e-19","3.2469112146952723e-21"
