"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"Cluster_819","","","183","31","65","473","73.79032258064517","93.84920634920636","42.95732009925558","4.1951326730634385e-84","9.22174064192805e-80","9.22174064192805e-80"
"Cluster_9152","","","159","13","89","491","64.11290322580645","97.42063492063492","67.47536732929991","1.4072704309920597e-80","3.0934618614067454e-76","1.5467309307033727e-76"
"Cluster_21797","","","177","33","71","471","71.37096774193549","93.45238095238095","35.58130601792573","1.2508137909750981e-77","2.749538875321461e-73","9.16512958440487e-74"
"Cluster_4630","","","172","32","76","472","69.35483870967742","93.65079365079364","33.38157894736842","2.141284883096602e-74","4.70697243002295e-70","1.1767431075057375e-70"
"Cluster_7269","","","172","33","76","471","69.35483870967742","93.45238095238095","32.301435406698566","1.146884687204443e-73","2.521081919412806e-69","5.0421638388256127e-70"
"Cluster_6686","","","247","196","1","308","99.59677419354838","61.111111111111114","388.14285714285717","4.715610736820581e-73","1.0365855521679002e-68","1.7276425869465003e-69"
"Cluster_10376","","","0","293","248","211","0.0","41.86507936507937","0.0","5.829224859374936e-70","1.2813802085877982e-65","1.8305431551254261e-66"
"Cluster_20048","","","0","290","248","214","0.0","42.46031746031746","0.0","3.7011301378185173e-69","8.135824268952666e-65","1.0169780336190832e-65"
"Cluster_15746","","","2","301","246","203","0.8064516129032258","40.27777777777778","0.00548307808659482","1.0005634843362051e-68","2.199438651267846e-64","2.4438207236309398e-65"
"Cluster_2991","","","192","70","56","434","77.41935483870968","86.11111111111111","21.257142857142856","4.291042106849841e-67","9.43256875927732e-63","9.06772407297372e-64"
"Cluster_11198","","","58","437","190","67","23.387096774193548","13.293650793650794","0.04680236059255691","4.622481538290559e-67","1.0161138917470307e-62","9.06772407297372e-64"
"Cluster_15056","","","246","208","2","296","99.19354838709677","58.730158730158735","175.03846153846155","4.9500813791140316e-67","1.0881268887568465e-62","9.06772407297372e-64"
"Cluster_6577","","","243","197","5","307","97.98387096774194","60.912698412698404","75.73705583756345","7.16384237557592e-66","1.5747558309990985e-61","1.2113506392300758e-62"
"Cluster_21394","","","248","227","0","277","100.0","54.96031746031746","inf","6.631007851392433e-65","1.4576281458930846e-60","1.0411629613522033e-61"
"Cluster_19267","","","121","4","127","500","48.79032258064516","99.20634920634922","119.09448818897638","1.775479045214847e-63","3.9028580371912767e-59","2.601905358127518e-60"
"Cluster_20065","","","186","68","62","436","75.0","86.5079365079365","19.235294117647058","2.0607774269773234e-63","4.530000939981553e-59","2.8312505874884704e-60"
"Cluster_7408","","","13","329","235","175","5.241935483870968","34.72222222222222","0.029425079221367133","5.68582749096383e-63","1.2498585990636692e-58","7.352109406256878e-60"
"Cluster_10845","","","239","190","9","314","96.37096774193549","62.301587301587304","43.88654970760234","1.0420371956637918e-62","2.290606163508147e-58","1.2725589797267484e-59"
"Cluster_7191","","","244","211","4","293","98.38709677419355","58.13492063492064","84.70616113744076","1.2621755215127575e-62","2.7745142313893437e-58","1.387257115694672e-59"
"Cluster_11152","","","4","293","244","211","1.6129032258064515","41.86507936507937","0.011805516701169362","1.2621755215127577e-62","2.774514231389344e-58","1.387257115694672e-59"
"Cluster_13158","","","199","91","49","413","80.24193548387096","81.94444444444444","18.43171114599686","1.4563062314411069e-62","3.201252357953841e-58","1.5244058847399245e-59"
